,Year,month,KTO_total,KTO_perc,USA_total,USA_perc,Canada_total,Canada_perc,Brazil_total,Brazil_perc,DominicanRepublic_total,DominicanRepublic_perc,Jamaica_total,Jamaica_perc,Guatemala_total,Guatemala_perc,Chile_total,Chile_perc,CostaRica_total,CostaRica_perc,Panama_total,Panama_perc,Peru_total,Peru_perc,Mexico_total,Mexico_perc,Ecuador_total,Ecuador_perc
172,,3월,2252565,0.16079167572770903,156455,-0.010836510314916281,13359,0.05421401515151514,,,321,1.2928571428571427,30,0.11111111111111116,,,,,497,-0.002008032128514081,,,,,10514,0.28706083976006846,,
173,,4월,2230200,0.11290590600630845,170804,-0.05892075945740449,15786,-0.2045752292653431,,,207,-0.1228813559322034,15,-0.42307692307692313,,,,,301,-0.2816229116945107,,,,,10045,0.2861715749039693,,
174,,5월,2331565,0.1635519708718387,189192,0.03464455831606128,25296,-0.05020087860924416,,,123,-0.5269230769230769,18,-0.6538461538461539,,,,,393,-0.11085972850678738,,,,,9152,0.16615698267074408,,
175,,6월,2323986,0.10764844437369359,202116,0.01997910747538567,32411,-0.03827779591110059,,,236,-0.35694822888283384,47,0.4242424242424243,,,,,295,-0.10876132930513593,,,,,9439,0.3262610650555009,,
176,,7월,2495297,0.044298952853944806,218681,-0.004878204165585931,42845,0.041241372606201976,,,285,-0.3262411347517731,34,0.41666666666666674,,,,,385,-0.1425389755011136,,,,,9843,0.031220534311157566,,
177,,8월,2519860,0.05641174845438801,201782,-0.005191411738605267,23646,-0.2178227647117198,,,220,0.4193548387096775,37,2.7,,,,,454,0.34718100890207726,,,,,9140,0.048766494549627115,,
178,,9월,2225756,-0.004803934719427638,192400,-0.12485387697919936,25294,-0.38768791304558325,,,196,0.03157894736842115,16,-0.11111111111111116,,,,,296,-0.22513089005235598,,,,,8262,-0.01748127006778455,,
179,,10월,2347876,0.05203454870352742,178648,-0.12345382196075738,24067,-0.310736890339949,,,237,0.2606382978723405,23,0.6428571428571428,,,,,309,-0.057926829268292734,,,,,10317,0.06514557092711137,,
180,,11월,2295810,0.030552392170206,139298,-0.22162059466134698,11315,-0.31336852964378903,,,277,0.0072727272727273196,7,-0.6666666666666667,,,,,318,-0.31612903225806455,,,,,11507,0.09475787270478553,,
181,,12월,2495279,0.06530689789139776,169045,-0.19733624557821516,13127,-0.18843894899536318,,,197,-,18,-0.4193548387096774,,,,,505,0.07446808510638303,,,,,12438,0.004441573124444709,,
182,2019년,1월,2912331,0.01588925554105991,211479,-0.0559183946786902,14639,-0.03411190287674848,39321,0.16179642487812074,305,0.03389830508474567,33,0.13793103448275867,,,,,787,0.3639514731369151,,,,,11778,-0.05115604608072177,,
183,,2월,2617946,0.13281514697692653,165478,-0.01601346248758706,12993,0.1883116883116882,,,189,-0.3025830258302583,39,0.1470588235294117,,,,,505,-0.08014571948998184,,,,,10647,0.15264696329977268,,
184,,3월,2334153,0.03622004248490063,144854,-0.07414911635933652,11156,-0.16490755296055093,,,366,0.14018691588785037,18,-0.4,,,,,403,-0.18913480885311873,,,,,11040,0.050028533384059326,,
185,,4월,2246417,0.007271545152901071,159186,-0.0680194843212103,17621,0.11624223995945782,,,294,0.42028985507246386,23,0.5333333333333334,,,,,369,0.2259136212624584,,,,,9997,-0.004778496764559437,,
186,,5월,2401204,0.029867921331809377,187309,-0.009952852129054057,27673,0.09396742567994942,,,262,1.130081300813008,33,0.8333333333333333,,,,,320,-0.18575063613231557,,,,,9812,0.07211538461538458,,
187,,6월,2495798,0.07392987737447654,198870,-0.016060084308021083,30830,-0.048779735275060965,,,230,-0.025423728813559365,15,-0.6808510638297872,,,,,271,-0.08135593220338988,,,,,8515,-0.09789172581841299,,
188,,7월,2642585,0.059026240162994625,222906,0.0193203799141215,41235,-0.03757731357217875,,,251,-0.11929824561403513,30,-0.11764705882352944,,,,,474,0.23116883116883113,,,,,9679,-0.016661586914558546,,
189,,8월,2427634,-0.03659965236163909,209738,0.03942869036881391,30508,0.2901970735008035,,,187,-0.15000000000000002,100,1.7027027027027026,,,,,320,-0.2951541850220264,,,,,7984,-0.12647702407002193,,
190,,9월,2049830,-0.0790410089875081,195890,0.01813929313929319,32709,0.2931525262908199,,,195,-0.005102040816326481,18,0.125,,,,,304,0.027027027027026973,,,,,7667,-0.07201646090534974,,
191,,10월,2153847,-0.0826402246115212,202448,0.13322287403161526,18998,-0.21062035151867697,,,228,-0.03797468354430378,43,0.8695652173913044,,,,,321,0.03883495145631066,,,,,10031,-0.02772123679364158,,
192,,11월,2090192,-0.08956228956228951,177888,0.2770319746155723,11991,0.05974370304904997,,,531,0.9169675090252707,18,1.5714285714285716,,,,,397,0.2484276729559749,,,,,10782,-0.06300512731380903,,
193,,12월,2342310,-0.061303365274985255,222233,0.314638114111627,16414,0.2503999390569056,,,506,1.5685279187817258,37,1.0555555555555554,,,,,462,-0.08514851485148511,,,,,12492,0.004341534008682979,,
194,2020년,1월,2513030,-0.13710701153131288,233958,0.10629424198147341,15115,0.03251588223239299,,,738,1.419672131147541,26,-0.21212121212121215,,,,,538,-0.3163913595933926,,,,,12038,0.02207505518763786,,
195,,2월,1046779,-0.6001525623523174,135959,-0.1783862507402797,10843,-0.16547371661663968,,,373,0.9735449735449735,21,-0.46153846153846156,,,,,733,0.45148514851485144,,,,,11259,0.05748098055790374,,
196,,3월,143366,-0.9385790048895681,20838,-0.8561448078755161,3335,-0.7010577267837934,,,292,-0.20218579234972678,1,-0.9444444444444444,,,,,157,-0.6104218362282878,,,,,3806,-0.6552536231884059,,
197,,4월,31425,-0.9860110567183208,1904,-0.9880391491714096,122,-0.9930764428806538,,,0.01,-0.9999659863945578,0.01,-0.9995652173913043,,,,,0.01,-0.9999728997289973,,,,,282,-0.9717915374612384,,
198,,5월,37802,-0.9842570643727063,2518,-0.98655697270286,94,-0.9966031872222021,,,0.01,-0.9999618320610687,0.01,-0.9996969696969698,,,,,0.01,-0.99996875,,,,,281,-0.9713615980432124,,
199,,6월,48353,-0.9806262365784411,4443,-0.9776587720621511,379,-0.9877067791112553,,,0.01,-0.9999565217391304,0.01,-0.9993333333333333,,,,,1,-0.996309963099631,,,,,703,-0.9174398120963007,,
200,,7월,65936,-0.9750486739310184,5632,-0.9747337442688846,534,-0.9870498363041106,,,24,-0.9043824701195219,1,-0.9666666666666667,,,,,0,-1,,,,,588,-0.9392499225126563,,
201,,8월,88888,-0.9633849254047356,11577,-0.9448025631978945,1234,-0.9595515930247804,,,25,-0.8663101604278075,1,-0.99,,,,,1,-0.996875,,,,,1125,-0.8590931863727455,,
202,,9월,76798,-0.9625344540766795,5677,-0.9710194496911532,595,-0.9818092879635574,,,32,-0.8358974358974359,0,-1,,,,,4,-0.9868421052631579,,,,,922,-0.8797443589409156,,
203,,10월,71970,-0.9665853702700331,4920,-0.9756974630522406,391,-0.9794188861985472,,,41,-0.8201754385964912,0,-1,,,,,10,-0.9688473520249221,,,,,1068,-0.8935300568238461,,
204,,11월,70686,-0.966182054088811,4556,-0.974388379204893,476,-0.9603035610040864,,,126,-0.7627118644067796,17,-0.05555555555555558,,,,,24,-0.9395465994962217,,,,,1459,-0.8646818772027454,,
205,,12월,80973,-0.9654302803642558,7304,-0.96713359402069,743,-0.9547337638601194,,,126,-0.7509881422924901,4,-0.8918918918918919,,,,,38,-0.9177489177489178,,,,,1774,-0.8579891130323407,,
206,2021년,1월,86143,-0.9657214597517738,10321,-0.9558852443600988,773,-0.9488587495865035,,,92,-0.8753387533875339,0,-1,,,,,24,-0.9553903345724907,,,,,1594,-0.8675859777371656,,
207,,2월,68213,-0.9348353377360455,4850,-0.9643274810788547,607,-0.9440191828829659,,,57,-0.8471849865951743,1,-0.9523809523809523,,,,,27,-0.9631650750341064,,,,,1058,-0.9060307309707789,,
208,,3월,73999,-0.4838455421787593,5391,-0.7412899510509645,465,-0.8605697151424287,,,103,-0.6472602739726028,0,,,,,,45,-0.713375796178344,,,,,1381,-0.6371518654755649,,
209,,4월,71302,1.2689578361177407,5863,2.0793067226890756,432,2.540983606557377,,,158,,2,,,,,,69,,,,,,1528,4.418439716312057,,
210,,5월,75416,0.9950267181630601,8769,2.4825258141382047,450,3.787234042553192,,,278,,1,,,,,,51,,,,,,2119,6.540925266903915,,
211,,6월,79446,0.6430417967861353,12560,1.8269187485932927,494,0.30343007915567277,,,311,,3,299,,,,,57,56,,,,,2613,2.716927453769559,,
212,,7월,101963,0.5463934724581412,16673,1.9604048295454546,645,0.2078651685393258,,,197,7.208333333333334,2,1,,,,,79,,,,,,2886,3.908163265306122,,
213,,8월,137712,0.5492754927549275,29212,1.5232789150902653,1229,-0.004051863857374438,,,562,21.48,0,,,,,,73,72,,,,,3262,1.8995555555555557,,
214,,9월,116615,0.5184640225005859,20400,2.5934472432622866,2551,3.287394957983193,,,278,7.6875,3,,,,,,91,21.75,,,,,2463,1.6713665943600868,,
215,,10월,124399,0.7284840905933028,22182,3.508536585365854,2184,4.585677749360614,,,451,10,3,,,,,,61,5.1,,,,,3313,2.102059925093633,,
216,,11월,147907,1.0924511218628865,33707,6.3983757682177345,2435,4.1155462184873945,,,643,4.103174603174603,1,-0.9411764705882353,,,,,132,4.5,,,,,4067,1.7875257025359836,,
217,,12월,139426,0.721882602842923,32783,3.4883625410733847,3615,3.8654104979811574,,,867,5.880952380952381,2,-0.5,,,,,149,2.9210526315789473,,,,,5027,1.833709131905299,,
218,2022년,1월,147434,0.711502965998398,31315,2.0341052223621743,1764,1.2820181112548514,,,750,7.1521739130434785,0,,,,,,132,4.5,,,,,3545,1.22396486825596,,
219,,2월,112722,0.6525002565493381,17577,2.6241237113402063,1388,1.28665568369028,,,764,12.403508771929825,2,1,,,,,134,3.962962962962963,,,,,2892,1.7334593572778827,,
220,,3월,145503,0.9662833281530832,24887,3.616397699870154,1890,3.064516129032258,,,838,7.135922330097088,6,,,,,,164,2.6444444444444444,,,,,3829,1.7726285300506879,,
221,,4월,215246,2.0187933017306667,43721,6.457103871738018,3199,6.405092592592593,,,872,4.518987341772152,2,0,,,,,231,2.347826086956522,,,,,4922,2.2212041884816753,,
222,,5월,315945,3.1893629998939215,70641,7.055764625384878,6208,12.795555555555556,,,836,2.0071942446043165,13,12,,,,,199,2.9019607843137254,,,,,5269,1.4865502595563944,,
223,,6월,412798,4.195957002240515,86165,5.860270700636943,8893,17.002024291497975,,,852,1.739549839228296,6,1,,,,,145,1.543859649122807,,,,,4447,0.701875239188672,,
224,,7월,674022,5.610456734305582,114841,5.887842619804474,13897,20.545736434108527,,,845,3.2893401015228427,17,7.5,,,,,261,2.3037974683544302,,,,,5333,0.8478863478863479,,
225,,8월,702153,4.098705995120251,111670,2.8227440777762562,9925,7.0756712774613515,,,903,0.606761565836299,2,,,,,,245,2.356164383561644,,,,,5221,0.6005518087063151,,
226,,9월,619954,4.316245765982078,98431,3.8250490196078433,9306,2.647981183849471,,,492,0.7697841726618706,18,5,,,,,222,1.4395604395604398,,,,,4747,0.9273244011368249,,
227,,10월,773480,5.217734869251361,105200,3.7425840771796954,7928,2.63003663003663,,,575,0.2749445676274944,16,4.333333333333333,,,,,220,2.6065573770491803,,,,,5828,0.7591306972532448,,
228,,11월,1041431,6.041120433786095,96436,1.8610080992078797,6073,1.4940451745379875,,,1035,0.6096423017107309,11,10,,,,,210,0.5909090909090908,,,,,7008,0.7231374477501844,,
229,,12월,1393343,8.993423034441209,118912,2.627245828630693,7855,1.172890733056708,,,1218,0.40484429065743943,6,2,,,,,299,1.0067114093959733,,,,,8568,0.7043962601949474,,
230,2023년,1월,1782313,11.088887230896537,141825,3.52897972217787,7519,3.262471655328798,,,1707,1.2759999999999998,23,,,,,,302,1.287878787878788,,,,,7614,1.1478138222849084,,
231,,2월,1724880,14.302070580720711,116425,5.623712806508506,6047,3.356628242074928,,,1153,0.5091623036649215,13,5.5,,,,,286,1.1343283582089554,,,,,6308,1.18118948824343,,
232,,3월,1472193,9.117956330797304,106087,3.2627476192389597,5458,1.8878306878306876,,,1116,0.33174224343675407,10,0.6666666666666667,,,,,285,0.7378048780487805,,,,,6983,0.8237137633846958,,
233,,4월,1497105,5.955320888657629,118631,1.713364287184648,7185,1.2460143794935918,,,1038,0.19036697247706424,,,,,,,285,0.23376623376623384,,,,,7218,0.4664770418529054,,
234,,5월,1683022,4.326946145689915,130494,0.8472841550940673,,,,,937,0.1208133971291867,,,,,,,243,0.22110552763819102,,,,,,,,
235,,6월,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,7월,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,8월,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,9월,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,10월,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,11월,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,12월,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2000년,누계,5508242,0.269,,,,,,,197,,,,,,2707,,2059,,,,3880,,,,,
243,2001년,누계,6084476,0.10461305077010041,,,,,,,381,0.9340101522842639,227,,,,2761,0.019948282231252223,2117,0.028169014084507005,,,3298,-0.15000000000000002,,,,
244,2002년,누계,7123407,0.17075110494313717,,,,,,,518,0.3595800524934383,219,-0.03524229074889873,,,2765,0.0014487504527345152,2417,0.14170996693434113,,,4612,0.3984232868405093,,,,
245,2003년,누계,7086133,-0.005232608497591107,617573,,,,19498,,822,0.5868725868725868,179,-0.182648401826484,,,4291,0.5518987341772152,2471,0.022341745966073745,,,5029,0.09041630529054645,,,,
246,2004년,누계,8825585,0.24547267176610998,626595,0.014608799283647445,190982,,21353,0.09513796286798648,739,-0.1009732360097324,213,0.1899441340782122,,,6181,0.44045676998368677,2444,-0.01092675030352086,,,100,-0.9801153310797375,,,1099,
247,2005년,누계,10080143,0.14215012375950153,705093,0.12527709285902366,191319,0.0017645641997674488,24315,0.1387158713061396,968,0.30987821380243563,182,-0.14553990610328638,,,5951,-0.03721080731273252,3238,0.32487725040916526,,,434,3.34,26219,,924,-0.15923566878980888
248,2006년,누계,11609879,0.15175737090237718,757721,0.07463979928888809,201815,0.054861252672238514,30359,0.24857084104462257,1436,0.48347107438016534,178,-0.02197802197802201,10302,,7333,0.232229877331541,2703,-0.16522544780728843,,,255,-0.4124423963133641,31778,0.21202181624013128,1286,0.3917748917748918
249,2007년,누계,13324977,0.147727465548952,806175,0.06394702007731068,212602,0.053449941778361376,39749,0.309298725254455,2318,0.6142061281337048,238,0.3370786516853932,12019,0.16666666666666674,7750,0.05686622119187246,2966,0.09729929707732143,,,8878,33.8156862745098,37435,0.1780162376486878,2513,0.9541213063763607
250,2008년,누계,11996094,-0.09972872748673411,759394,-0.05802834372189658,196564,-0.07543673154532882,42365,0.06581297642707984,2049,-0.11604831751509925,211,-0.11344537815126055,10373,-0.13694982943672518,7856,0.013677419354838793,2697,-0.09069453809844907,,,9840,0.10835773822933104,35696,-0.046453853345799434,663,-0.7361719060883407
251,2009년,누계,9494111,-0.2085664717198782,743846,-0.020474220233501983,144141,-0.2666968519159154,24140,-0.4301900153428537,2005,-0.021473889702293802,291,0.37914691943127954,9361,-0.09756097560975607,6582,-0.16216904276985744,2724,0.010011123470522909,,,7824,-0.20487804878048776,26178,-0.2666405199462124,1688,1.5460030165912517
252,2010년,누계,12488364,0.3153800287357078,1107518,0.4889076502394314,169953,0.17907465606593553,30859,0.2783347141673571,2468,0.2309226932668329,375,0.2886597938144331,8810,-0.05886123277427624,6541,-0.006229109693102419,2770,0.016886930983847304,,,10157,0.29818507157464214,34965,0.33566353426541373,2044,0.2109004739336493
253,2011년,누계,12693733,0.01644482816163917,1211197,0.09361382839827437,155683,-0.08396439015492518,44630,0.44625554943452483,2427,-0.01661264181523503,477,0.272,9288,0.05425652667423386,9808,0.49946491362177037,3311,0.19530685920577628,3486,,12059,0.18726001772176826,40303,0.15266695266695263,2621,0.2822896281800391
254,2012년,누계,13736976,0.08218567382817965,1295069,0.0692471992582544,150611,-0.03257902275778346,49989,0.12007618194039882,2313,-0.046971569839307836,350,-0.2662473794549266,8257,-0.11100344530577089,11030,0.12459216965742259,3435,0.03745092117185145,4511,0.2940332759609867,13318,0.10440335019487512,47615,0.18142570032007543,2818,0.07516215185043884
255,2013년,누계,14846485,0.08076806714956763,1437924,0.11030686395859979,158523,0.05253268353573115,44339,-0.11302486547040347,2566,0.10938175529615224,369,0.05428571428571427,8182,-0.009083202131524803,10796,-0.02121486854034449,3478,0.01251819505094609,3780,-0.162048326313456,14000,0.0512088902237573,59249,0.24433476845531876,3064,0.08729595457771477
256,2014년,누계,16080684,0.08313072084065687,1473365,0.024647338802328944,183770,0.15926395538817717,45522,0.026680800198470855,1860,-0.2751363990646921,425,0.1517615176151761,9850,0.20386213639696904,12631,0.1699703593923676,3922,0.12765957446808507,3880,0.02645502645502651,17265,0.23321428571428582,75090,0.26736316224746415,3834,0.2513054830287207
257,2015년,누계,19310430,0.20084630728394393,1775456,0.20503473341636314,204741,0.11411547042498782,50725,0.11429638416589771,1811,-0.026344086021505397,426,0.0023529411764706687,8140,-0.17360406091370562,16379,0.29673026680389514,4167,0.06246812850586436,5100,0.31443298969072164,23094,0.33761946133796705,95454,0.2711945665201758,5042,0.315075639019301
258,2016년,누계,22383190,0.15912436957644127,1982516,0.11662356036984312,254759,0.24429889470111021,50312,-0.008141941843272549,2423,0.33793484262838214,370,-0.13145539906103287,0,-1,16323,-0.0034190121497038595,4342,0.041996640268778584,4455,-0.1264705882352941,21347,-0.07564735429115788,92193,-0.03416305236029915,5053,0.002181673938913109
259,2017년,누계,26433815,0.18096727946284696,2334839,0.1777150852754783,301476,0.18337723103011072,42997,-0.14539274924471302,2689,0.10978126289723478,390,0.054054054054053946,0,,20410,0.2503828953011089,5191,0.1955320128972824,5825,0.3075196408529741,29323,0.37363563966833757,106718,0.15754992244530497,5606,0.10943993667128438
260,2018년,누계,28695983,0.08557856669572672,2210597,-0.05321223433393052,253236,-0.1600127373323249,33845,-0.21285205944600782,2865,0.06545184083302336,308,-0.2102564102564103,0,,22994,0.12660460558549724,4879,-0.06010402619919086,6180,0.060944206008583635,32133,0.09582921256351673,122307,0.1460765756479694,5367,-0.04263289332857656
261,2019년,누계,28714247,0.000636465389598273,2298279,0.03966439835030999,266767,0.053432371384795285,39321,0.16179642487812074,3544,0.23699825479930192,407,0.3214285714285714,0,,19975,-0.13129512046620861,4933,0.011067841770854736,,,0,,120424,-0.015395684629661455,0,
262,2020년,누계,4276006,-0.8510841673821361,439286,-0.8088630666685812,33861,-0.8730690077858205,0,,1777.03,-0.49858069977426633,71.03,-0.8254791154791155,0,,0,,1506.02,-0.694705047638354,0,,0,,35305,-0.7068275426825217,0,
263,2021년,누계,1222541,-0.7140927772318374,202711,-0.5385443651743966,15880,-0.5310238917929181,0,,3997,1.249258594396268,18,-0.746585949598761,0,,0,,858,-0.43028645037914504,0,,0,,31311,-0.11312845206061461,0,
264,2022년,누계,6554031,4.36099075613824,919796,3.537474532709128,78326,3.9323677581863983,0,,9980,1.4968726544908684,99,4.5,0,,0,,2462,1.8694638694638694,0,,0,,61609,0.9676471527578168,0,
